date,prediction,probability,actual_profitable,target_value,target_value_normalized,test_end_idx,RandomNoise_1_value,RandomNoise_2_value,RandomNoise_3_value
2020-05-12 04:00:00,1,1.0769842211190046,0,0.071625727585789,-0.19845093872383823,2350,1.5111549302473475,-1.2971642963657217,-1.4474622570271596
2020-05-12 05:00:00,0,-1.2854184498541015,0,-1.8327068961580872,-2.6508917872622613,2350,-1.4511756900515589,2.3683345424004374,-2.002142724832433
2020-05-12 06:00:00,0,-0.27414369150274687,0,-2.981164545187853,-4.499809670330265,2350,-0.01208894784605456,0.8560480947755128,-0.45933512405256655
2020-05-12 07:00:00,0,-1.2019201551450742,0,-2.776414536467109,-3.7954891891721942,2350,-1.252393444413119,-1.6840040177961646,-0.1340487665021912
2020-05-12 08:00:00,0,0.4530253416972965,0,-1.1135201558290395,-1.2669476034873244,2350,0.3636318826249679,-0.7090289023149722,0.0944272243535302
2020-05-12 09:00:00,0,0.37532579415287887,0,-1.073459751215644,-1.203972804325936,2350,0.8868873900973003,0.8160810441139388,-0.6147406161178844
2020-05-12 10:00:00,0,-0.4313530429313422,0,-0.7313782803375468,-0.9707789171582246,2350,-0.42076179368105326,1.1763440561714547,1.2739467294749474
2020-05-12 11:00:00,0,-1.3153557124552506,0,-1.3795766238351326,-1.622683139184121,2350,-2.6042138566271342,-1.2722376272319633,-1.4951396584838834
2020-05-12 12:00:00,0,0.19537822342129582,1,1.945809744205507,1.8845412026790214,2350,0.19894814679649453,0.7130258504329489,-1.1382621349580988
2020-05-12 13:00:00,0,0.4303456158723266,1,2.9565898784801314,3.795489189172193,2350,0.4367385517335095,-1.9473398726619233,0.48663595614481137
2020-05-12 14:00:00,0,0.36210668473871505,1,0.685909638454274,0.6603573577369544,2350,0.40429475496169764,-0.08933586547104598,-1.1616473856371412
2020-05-12 15:00:00,0,0.8582753851942868,1,0.601037755163869,0.4700036292457357,2350,1.235782191822154,1.1120468421032064,-1.2003204521973168
2020-05-12 16:00:00,0,-0.8331857710246608,0,-1.1278439953827268,-1.2669476034873244,2350,-1.0710536796490489,-0.5515157301029805,0.12335479220716372
2020-05-12 17:00:00,0,0.32728041605532937,0,-0.1389809875437464,-0.332705753825736,2350,0.6802161054504494,-1.5069222991380136,-1.0535226203160315
2020-05-12 18:00:00,0,0.8181506284130824,0,-0.4687821021960858,-0.5639354490799391,2350,1.192507512477975,0.1462147963775593,-0.13308442792068725
2020-05-12 19:00:00,0,-1.3153557124552506,0,-2.1207784959555886,-2.4849066497880004,2350,-1.7785875840065168,-0.6047188666354781,-0.6998565596577566
2020-05-12 20:00:00,0,0.35367185436049065,0,-1.0218531655344032,-0.9707789171582246,2350,0.31965182591897723,0.6295583660658357,-0.8616637033727397
2020-05-12 21:00:00,0,-0.3262352635714706,0,-1.3035067131601965,-1.4708517491479536,2350,-0.5041798310076715,-0.8853264322180604,-2.1023053913449403
2020-05-12 22:00:00,0,-0.3466807455374531,0,-1.8818304745439551,-2.209494669928034,2350,-0.08152267310164589,-0.7726368896531003,0.1395631528213373
2020-05-12 23:00:00,0,0.36579172753465966,0,-2.867938951800586,-3.7954891891721942,2350,0.34767648353833636,-2.0210023208762435,-1.2471899921129288
2020-05-13 00:00:00,0,-0.4127800414260939,0,-2.546903283185209,-2.8449093838194073,2350,-0.4872285641135523,0.16994471105148284,-0.1682422035305197
2020-05-13 01:00:00,0,-0.6363583249344493,0,-3.1947108442497263,-4.499809670330265,2350,-0.6757080791616118,-0.16090493827659874,-0.512104898348565
2020-05-13 02:00:00,0,-0.21508024544867965,0,-1.8868574555100717,-1.8845412026790211,2350,0.0341524174880246,-1.188384670740071,-0.20650805869988326
2020-05-13 03:00:00,0,-0.8555410533648649,0,-1.4666881259228548,-1.4708517491479536,2350,-1.0872459388628026,0.193798713767092,-0.14967537401326075
2020-05-13 04:00:00,0,-0.8167539144857859,0,-2.1027350097937214,-2.0918640616783932,2350,-1.0858251288851855,1.027070300644139,0.1936282509182633
2020-05-13 05:00:00,0,0.333839703089861,0,-1.69871259454617,-1.5448993912965292,2350,0.6793732829565033,-0.21556794341894983,-0.7277593014914427
2020-05-13 06:00:00,0,-0.8906448932181676,0,-1.1961846551098332,-1.1430640512389434,2350,-1.148794035158656,0.26816694982197375,1.2426964792733683
2020-05-13 07:00:00,0,0.30630505919991813,0,-1.0286534623028087,-0.8109302162163288,2350,0.6663125009092119,0.2733112495851642,-1.8474000608555767
2020-05-13 08:00:00,0,0.42265300874293493,0,-2.1402213954994087,-2.339399066116762,2350,0.4625912928539512,-1.2043298271789604,-0.22659111852722916
2020-05-13 09:00:00,0,-1.2212507484667252,0,-2.140738001938647,-2.339399066116762,2350,-1.7258067287905967,2.0565858207075958,0.8362309764108673
2020-05-13 10:00:00,0,-0.6494145847598269,1,0.3576107330185429,0.5166907432183887,2350,-0.6775646523356551,-0.4708498301222839,0.4767725530026038
2020-05-13 11:00:00,0,0.7943401396398195,1,0.7880333625054803,1.084013489246957,2350,1.1941094030473725,0.6561162018602708,-0.974835576528597
2020-05-13 12:00:00,0,-0.8232966085350828,0,-0.9962204277304432,-0.6118015411059927,2350,-0.9811655311396816,0.7692152772290496,-0.8082454929880238
2020-05-13 13:00:00,0,-0.3327364819868665,1,1.4067068560550178,1.6226831391841212,2350,-0.46440426230938764,-0.13959512711575175,-1.0067925593266038
2020-05-13 14:00:00,0,0.4148688326396441,1,3.6512038997843934,4.499809670330269,2350,0.4620608932518965,0.6067950250596347,0.5992276306643892
